player_name,team_tag,season_uvi,ppp,total_pitches,games
Jackson Jobe,DET,118.0,-0.01274444583808438,877,10
Pierce Johnson,ATL,32.7,-0.031118790602655776,979,65
Ryan Johnson,LAA,-89.4,-0.057482789285714285,280,14
Seth Johnson,PHI,26.8,-0.03258196728971963,214,10
Ben Joyce,LAA,-357.0,-0.11588960563380281,71,5
Jakob Junis,CLE,173.1,-0.0009535785920925754,1037,57
Janson Junk,MIA,95.5,-0.016243491985203452,1622,21
Tommy Kahnle,DET,74.6,-0.02201601639344262,1037,66
Niko Kavadas,LAA,158.8,-0.003328000000000002,25,1
Brad Keller,CHC,171.6,-0.0026970224416517047,1114,68
Mitch Keller,PIT,76.8,-0.020674170323928945,2871,32
Casey Kelly,AZ,190.8,0.0024070833333333327,24,2
Kevin Kelly,TB,-77.3,-0.055025099662162166,592,41
Merrill Kelly,AZ,135.1,-0.009374839721254358,2009,22
Merrill Kelly,TEX,56.9,-0.026387812348668282,826,10
Michael Kelly,ATH,101.6,-0.016039575939849622,665,42
Zack Kelly,BOS,123.0,-0.013639988074957409,587,28
Zak Kent,CLE,141.1,-0.007806987012987016,308,12
Orion Kerkering,PHI,23.3,-0.033273899353647274,1083,69
Clayton Kershaw,LAD,130.9,-0.010258687358916479,1772,23
Yusei Kikuchi,LAA,88.2,-0.018719811836603407,3109,33
Craig Kimbrel,ATL,84.8,-0.02020257142857143,14,1
Craig Kimbrel,HOU,184.5,0.0007016330275229364,218,13
Isiah Kiner-Falefa,TOR,409.5,0.04872142857142857,7,1
Bryan King,HOU,68.4,-0.02363145984703633,1046,68
John King,STL,97.4,-0.017368158567774936,782,51
Michael King,SD,80.4,-0.020251758818703853,1219,15
Scott Kingery,LAA,-216.6,-0.08524459459459459,37,1
Tyler Kinley,ATL,282.7,0.021280164305949006,353,24
Tyler Kinley,COL,83.9,-0.022526782167042892,886,49
George Kirby,SEA,105.2,-0.013502408241494969,2087,23
Andrew Kittredge,BAL,132.8,-0.008389060000000004,450,31
Andrew Kittredge,CHC,87.3,-0.02003723602484472,322,23
Will Klein,LAD,158.4,-0.0044357770491803275,305,14
Landon Knack,LAD,79.3,-0.021197477792732164,743,9
Jack Kochanowicz,LAA,32.1,-0.030973350933333334,1875,23
Jared Koenig,MIL,106.9,-0.015796958930276984,1047,72
Stephen Kolek,KC,213.9,0.008225390350877193,456,5
Stephen Kolek,SD,112.6,-0.013144776071139855,1237,14
Michael Kopech,LAD,190.8,0.002412580086580087,231,14
Christian Koss,SF,255.0,0.0188452380952381,42,4
Jackson Kowar,SEA,172.1,0.0020521985815602833,282,15
Max Kranick,NYM,64.7,-0.024003650283553876,529,24
Dean Kremer,BAL,96.3,-0.016515984397677794,2756,31
Brooks Kriske,CHC,243.6,0.012091176470588235,102,4
Brooks Kriske,MIN,66.0,-0.02401087632508834,283,12
Matt Krook,ATH,121.5,-0.01173887323943662,71,3
Joe La Sorsa,CIN,65.7,-0.024855790000000003,100,5
Alex Lange,DET,133.5,-0.009422499999999999,20,1
Sauryn Lao,SEA,69.8,-0.021728289473684215,76,2
Sauryn Lao,WSH,129.9,-0.01020438532110092,109,6
Andry Lara,WSH,114.6,-0.01346450980392157,255,9
Jacob Latz,TEX,177.7,-0.0018126206156048688,1397,33
Eric Lauer,TOR,118.4,-0.01290916449704142,1690,28
Cody Laweryson,MIN,303.8,0.02633803225806452,93,5
Casey Lawrence,SEA,55.8,-0.0249970625,224,5
Casey Lawrence,TOR,133.5,-0.009718269230769232,52,1
Justin Lawrence,PIT,206.7,0.008568663082437276,279,17
Max Lazar,PHI,139.5,-0.009846743034055729,646,36
Kyle Leahy,STL,146.5,-0.006971098372781065,1352,62
Jordan Leasure,CWS,6.2,-0.03661447925860547,1133,68
José Leclerc,ATH,-217.1,-0.08487763318777293,229,10
Chase Lee,DET,131.6,-0.00983371688741722,604,32
Dylan Lee,ATL,82.0,-0.020792463768115943,1104,74
Korey Lee,CWS,87.5,-0.018884090909090906,44,2
Casey Legumina,SEA,107.0,-0.013090318757192177,869,48
Mark Leiter Jr.,NYY,86.2,-0.020266028846153847,832,59
Jack Leiter,TEX,113.3,-0.014906692843326887,2585,29
Matthew Liberatore,STL,91.3,-0.018655743514644354,2390,29
Zack Littell,CIN,1.2,-0.037734607888631096,862,10
Zack Littell,TB,89.3,-0.018291407465007778,1929,22
Brendon Little,TOR,147.0,-0.006847404153354633,1252,79
Jack Little,LAD,123.3,-0.01187727272727273,44,2
Luke Little,CHC,138.1,-0.009600012987012988,77,2
Ben Lively,CLE,78.9,-0.02111148055555556,720,9
Nick Lodolo,CIN,88.3,-0.020350434957712448,2483,29
Sam Long,KC,70.9,-0.02265442151898734,790,39
Jacob Lopez,ATH,122.4,-0.011526776710684274,1666,21
Nicky Lopez,LAA,145.5,-0.006218750000000004,8,1
Brad Lord,WSH,72.8,-0.022407362141850636,2129,48
Michael Lorenzen,KC,61.9,-0.024613063848144955,2318,27
Ryan Loutos,LAD,118.6,-0.012875000000000003,58,2
Ryan Loutos,WSH,104.9,-0.015544624277456648,173,10
Richard Lovelady,NYM,113.2,-0.013513784090909088,176,8
Richard Lovelady,TOR,-238.8,-0.08852473913043479,46,2
Jonathan Loáisiga,NYY,47.9,-0.02814178705636743,479,30
Easton Lucas,TOR,103.3,-0.016106098173515982,438,6
Joey Lucchesi,SF,157.7,-0.002838978021978021,637,38
Seth Lugo,KC,50.7,-0.02701502435951281,2381,26
Jesús Luzardo,PHI,150.1,-0.007717688557213931,3015,32
Daniel Lynch IV,KC,136.4,-0.008519695970695972,1092,57
Jorge López,WSH,73.9,-0.02218381443298969,388,26
Pablo López,MIN,147.3,-0.00679869023034154,1259,14
Reynaldo López,ATL,50.1,-0.027486595744680858,94,1
Willie MacIver,ATH,107.0,-0.014872222222222222,18,2
Kenta Maeda,DET,140.3,-0.007978713450292397,171,7
Tyler Mahle,TEX,167.5,-0.003881698044895004,1381,16
Luke Maile,KC,263.2,0.018873076923076923,13,1
Anthony Maldonado,ATH,65.5,-0.02383093984962406,133,6
Sean Manaea,NYM,64.7,-0.02400178904109589,1095,15
Joe Mantiply,AZ,-152.7,-0.07030632142857143,196,10
Ron Marinaccio,SD,246.6,0.016395481927710842,166,7
Chris Martin,TEX,26.0,-0.03269517511520737,651,49
Corbin Martin,BAL,15.7,-0.034485725903614456,332,17
Davis Martin,CWS,85.2,-0.019373100647948168,2315,26
Justin Martinez,AZ,169.6,-0.0020774065934065942,273,17
Nick Martinez,CIN,94.7,-0.019072426026336173,2582,40
Seth Martinez,MIA,112.1,-0.012460583333333336,120,6
Miles Mastrobuoni,SEA,125.9,-0.008686956521739127,23,1
Jorge Mateo,BAL,-49.8,-0.049080000000000006,35,1
Phil Maton,STL,123.8,-0.011770181102362203,635,40
Phil Maton,TEX,124.2,-0.012686638743455495,382,23
Yuki Matsui,SD,129.4,-0.009447999068033551,1073,61
Zebby Matthews,MIN,57.5,-0.025815053215077606,1353,16
Isaac Mattson,PIT,82.0,-0.019507902035623408,786,44
Steven Matz,BOS,37.0,-0.03065207142857143,266,21
Steven Matz,STL,46.0,-0.02823766219239374,894,32
Tyler Matzek,NYY,122.5,-0.012805826771653544,127,7
Zach Maxwell,CIN,-63.3,-0.05062932727272729,165,8
Dustin May,BOS,79.9,-0.022159365805168987,503,6
Dustin May,LAD,85.5,-0.01988333055390113,1679,19
Tim Mayza,PHI,175.1,-0.0026769784172661873,139,8
Tim Mayza,PIT,151.0,-0.00397120987654321,162,7
Adam Mazur,MIA,64.8,-0.023233345603271983,489,6
Darren McCaughan,MIN,188.4,0.0019053720930232562,86,3
Chas McCormick,HOU,140.2,-0.008589814814814814,54,3
Lance McCullers Jr.,HOU,37.4,-0.03012790845684394,1147,16
Garrett McDaniels,LAA,44.9,-0.028174643979057595,191,10
Chayce McDermott,BAL,-76.7,-0.05506840000000001,195,4
Trevor McDonald,SF,153.1,-0.0038621267605633805,213,3
T.J. McFarland,ATH,52.2,-0.02670661397058824,272,27
Easton McGee,MIL,166.1,-0.0035083700440528653,227,9
Scott McGough,ATH,132.6,-0.009327950310559005,161,6
Scott McGough,AZ,156.0,-0.004960661764705882,136,7
Michael McGreevy,STL,120.4,-0.01248111255115962,1466,17
Reese McGuire,CHC,-38.1,-0.04581470588235294,17,1
Triston McKenzie,CLE,107.7,-0.014939430894308943,123,4
Zach McKinstry,DET,530.2,0.0754,2,1
Nolan McLean,NYM,202.4,0.005755643243243244,740,8
Nick Mears,MIL,38.0,-0.030093653710247355,849,63
Victor Mederos,LAA,-63.9,-0.051927748407643304,314,5
Trevor Megill,MIL,84.9,-0.02036541699346405,765,50
Tylor Megill,NYM,120.8,-0.011884391410048621,1234,14
Juan Mejia,COL,115.7,-0.016672227272727276,1078,55
Troy Melton,DET,115.0,-0.01337970579268293,656,16
Cristian Mena,AZ,155.7,-0.005006326732673274,101,3
Michael Mercado,PHI,105.8,-0.016653529411764706,85,3
Julian Merryweather,CHC,46.0,-0.02852617507418398,337,20
Parker Messick,CLE,146.1,-0.0067444032,625,7
Luis Mey,CIN,53.3,-0.027329271428571434,420,23
Max Meyer,MIA,48.3,-0.02698962980769231,1040,12
Miles Mikolas,STL,48.2,-0.027768264977885003,2487,31
Wade Miley,CIN,60.1,-0.02597311707317073,205,3
Bobby Miller,LAD,-48.7,-0.048290049999999994,120,2
Bryce Miller,SEA,-7.0,-0.03959656504854369,1545,18
Erik Miller,SF,164.1,-0.0014181967871485955,498,36
Mason Miller,ATH,147.9,-0.006024131493506491,616,38
Mason Miller,SD,165.5,-0.0014871369863013635,365,22
Shelby Miller,AZ,18.5,-0.03406967689530686,554,37
Shelby Miller,MIL,82.0,-0.020949349397590366,166,11
Hoby Milner,TEX,101.1,-0.017399829914529916,1170,73
A.J. Minter,NYM,237.6,0.013359747311827956,186,13
Anthony Misiewicz,MIN,83.5,-0.02030939655172414,116,5
Jacob Misiorowski,MIL,146.8,-0.007518469527896996,1165,15
Casey Mize,DET,79.9,-0.020891413661434027,2357,28
Carmen Mlodzinski,PIT,111.6,-0.012851063713592233,1648,34
Anthony Molina,COL,39.9,-0.030627977086743044,611,17
Sam Moll,CIN,95.2,-0.018957587349397592,332,23
Frankie Montas,NYM,27.4,-0.03205197038081806,709,9
Keider Montero,DET,73.8,-0.022196293758480326,1474,20
Rafael Montero,ATL,131.3,-0.010460482035928146,668,36
Rafael Montero,DET,128.0,-0.010614896358543418,357,20
Rafael Montero,HOU,181.4,4.859154929577673e-05,71,3
Christian Montes De Oca,AZ,303.4,0.026263043478260868,46,1
Patrick Monteverde,MIA,92.4,-0.016936363636363635,88,1
Mason Montgomery,TB,8.1,-0.036183187427240984,859,57
Luis Morales,ATH,109.8,-0.014253509135200975,821,10
Adrian Morejon,SD,190.2,0.003958265143992056,1007,75
Dauri Moreta,PIT,95.8,-0.016390754325259514,289,18
David Morgan,SD,107.1,-0.014349490909090911,770,41
Eli Morgan,CHC,-198.0,-0.07867558260869564,115,6
Juan Morillo,AZ,107.3,-0.01525116828478964,618,42
Charlie Morton,ATL,226.4,0.009473217391304354,23,1
Charlie Morton,BAL,59.8,-0.024661958866036688,1799,23
Charlie Morton,DET,2.8,-0.03738653595658073,737,9
Jovani Morán,BOS,78.7,-0.02241605,80,2
Noah Murdock,ATH,48.5,-0.02750914108910891,404,14
Penn Murfee,CWS,-60.0,-0.05107595258620691,232,15
Chris Murphy,BOS,212.5,0.004063647469458987,573,23
Jayden Murray,HOU,229.7,0.010168346590909092,176,9
Andrés Muñoz,SEA,169.4,0.0014265606494746899,1047,64
Roddery Muñoz,STL,115.9,-0.013444323144104806,229,9
Rolddy Muñoz,ATL,97.2,-0.01759679487179487,78,3
Tobias Myers,MIL,117.1,-0.013682521791767554,826,22
Germán Márquez,COL,-4.3,-0.038761308943089434,2091,26
Tommy Nance,TOR,198.7,0.004089735357917573,461,30
Kyle Nelson,AZ,115.6,-0.013494318181818187,44,3
Ryne Nelson,AZ,129.2,-0.010617818808269152,2467,33
Héctor Neris,ATL,-430.9,-0.12830554545454545,44,2
Héctor Neris,HOU,41.0,-0.02938476923076923,247,12
Héctor Neris,LAA,98.4,-0.01649265769230769,260,21
Sean Newcomb,ATH,205.0,0.006309268170426066,798,36
Sean Newcomb,BOS,114.0,-0.01542082142857143,756,12
Kevin Newman,LAA,148.5,-0.005572058823529413,34,2
Kyle Nicolas,PIT,108.2,-0.013609812883435582,652,31
Tomás Nido,DET,415.6,0.05090555555555556,9,1
Doug Nikhazy,CLE,15.1,-0.03475161111111111,108,2
Aaron Nola,PHI,60.3,-0.025824310586734695,1568,17
Austin Nola,COL,-550.1,-0.1392448275862069,29,1
Dedniel Núñez,NYM,181.6,0.0012615869565217386,184,10
Eduarniel Núñez,ATH,112.4,-0.013697852760736194,163,6
Eduarniel Núñez,SD,105.0,-0.014812643678160918,87,4
Riley O'Brien,STL,150.2,-0.006179357235984354,767,42
Bailey Ober,MIN,39.5,-0.029613098896434636,2356,27
Shinnosuke Ogasawara,WSH,16.1,-0.034533186943620175,674,23
Pierson Ohl,MIN,29.5,-0.031733267889908254,545,14
Shohei Ohtani,LAD,208.5,0.006169377158034528,753,14
Steven Okert,HOU,186.6,0.0011445931882686855,1057,68
Reese Olson,DET,124.7,-0.0113182176520994,1167,13
Kaleb Ort,HOU,139.8,-0.008664581336696092,793,49
Luis Ortiz,CLE,85.8,-0.01963780226364847,1502,16
Eric Orze,TB,145.4,-0.005909797080291972,685,33
Michel Otañez,ATH,49.9,-0.027202114754098363,122,6
Adam Ottavino,NYY,148.0,-0.007559523809523809,42,3
Johan Oviedo,PIT,124.3,-0.009986806596701649,667,9
Tyler Owens,DET,207.7,0.0064431818181818175,66,3
Chris Paddack,DET,48.1,-0.027692513361462733,711,12
Chris Paddack,MIN,113.7,-0.01390855040431267,1855,21
Emilio Pagán,CIN,138.8,-0.010260739943872778,1069,70
Daniel Palencia,CHC,108.2,-0.015743028402366865,845,54
Jake Palisch,CWS,94.1,-0.01743125,24,1
Andre Pallante,STL,89.2,-0.01909858670095518,2722,31
Carson Palmquist,COL,5.1,-0.03703399574468086,705,9
Mitchell Parker,WSH,68.2,-0.023395340229035836,2707,33
Chad Patrick,MIL,127.5,-0.011505900744416873,2015,27
Joel Payamps,ATL,7.7,-0.03635563636363636,44,2
Joel Payamps,MIL,48.3,-0.027951916870415646,409,28
Nate Pearson,CHC,94.5,-0.018545501872659177,267,10
Elvis Peguero,CWS,-40.9,-0.04691461904761905,42,2
Elvis Peguero,MIL,162.4,-0.004276410958904108,146,6
Joel Peguero,SF,191.8,0.0047552710280373825,321,17
Ryan Pepiot,TB,98.3,-0.016302737407407408,2700,31
Freddy Peralta,MIL,158.0,-0.005185206215603756,3089,33
Luis Peralta,COL,-4.2,-0.038752678899082564,436,22
Sammy Peralta,LAA,98.0,-0.01659967272727273,165,5
Wandy Peralta,SD,142.5,-0.00655398005203816,1153,71
Oswald Peraza,LAA,-51.5,-0.04922439024390245,41,2
Angel Perdomo,ATH,187.6,0.0025486111111111117,72,4
Jhonny Pereda,ATH,42.7,-0.02875,70,3
Jack Perkins,ATH,139.9,-0.007759805337519623,637,12
Michael Petersen,ATL,179.0,-0.0004500000000000003,131,4
Michael Petersen,MIA,39.6,-0.0289543756097561,205,11
David Peterson,NYM,129.4,-0.010029815390307067,2703,30
Chase Petty,CIN,-155.2,-0.06897086390532545,169,3
Brandon Pfaadt,AZ,63.3,-0.02457062879563289,2931,33
Connor Phillips,CIN,173.4,-0.0033478673740053025,377,21
Evan Phillips,LAD,273.7,0.019971119565217396,92,7
Tyler Phillips,MIA,152.3,-0.003310964093357273,1114,54
Konnor Pilkington,WSH,96.0,-0.017446530000000002,500,32
Jonathan Pintaro,NYM,43.7,-0.02854482758620689,29,1
Nick Pivetta,SD,160.8,-0.0025259212184873966,2856,31
Robinson Piña,MIA,74.7,-0.020982352941176473,17,1
Robinson Piña,TOR,11.3,-0.03558649999999999,44,1
Colin Poche,NYM,61.7,-0.024643103448275867,29,1
Colin Poche,WSH,34.6,-0.030572706976744187,215,13
Drew Pomeranz,CHC,150.6,-0.007022468322981365,805,57
Zach Pop,NYM,-200.9,-0.08138551851851854,27,1
Zach Pop,SEA,40.2,-0.0286334,100,4
Austin Pope,AZ,213.5,0.007215277777777779,36,1
Logan Porter,SF,-22.6,-0.04301000000000001,15,1
Cody Poteet,BAL,9.5,-0.035865441176470586,68,1
PJ Poulin,WSH,129.3,-0.01032460859188544,419,28
Cade Povich,BAL,47.8,-0.027334962044534415,1976,22
Ryan Pressly,CHC,90.9,-0.019299862015503877,645,43
Quinn Priester,MIL,137.7,-0.009388535844471446,2469,29
A.J. Puk,AZ,126.1,-0.011274076923076925,156,8
Cionel Pérez,BAL,89.9,-0.01794238775510204,441,19
Eury Pérez,MIA,118.0,-0.011123107462686568,1675,20
Martín Pérez,CWS,114.9,-0.012907692477876107,904,11
Cal Quantrill,ATL,-273.9,-0.09538069655172414,145,2
Cal Quantrill,MIA,64.7,-0.023238356797420742,1861,24
José Quijada,LAA,151.1,-0.004989024390243904,41,2
Jose Quintana,MIL,103.1,-0.0165780927882407,2177,24
Cole Ragans,KC,72.7,-0.022270139944392957,1079,13
Carson Ragsdale,BAL,65.8,-0.023319427083333334,96,2
Tanner Rainey,DET,129.1,-0.010368888888888891,45,2
Tanner Rainey,PIT,98.6,-0.015777076923076925,156,11
Brooks Raley,NYM,218.8,0.00928148969072165,388,30
Erasmo Ramírez,MIN,247.8,0.014478981481481482,162,9
Yohan Ramírez,PIT,139.9,-0.006462611842105264,608,24
Alan Rangel,PHI,117.4,-0.014306436781609195,174,5
Nick Raquet,STL,302.7,0.026099999999999995,27,2
Taylor Rashi,AZ,119.2,-0.012734821316614419,319,10
Drew Rasmussen,TB,147.3,-0.005502873974967632,2317,31
Robbie Ray,SF,83.7,-0.01932566276041667,3072,32
Colin Rea,CHC,121.5,-0.013009491719242903,2536,32
Pablo Reyes,NYY,-177.5,-0.07446666666666667,18,1
Sean Reynolds,SD,134.5,-0.008321087044534414,494,19
Orlando Ribalta,WSH,115.8,-0.013211219123505976,502,22
Trevor Richards,AZ,206.6,0.005758450000000003,40,2
Trevor Richards,KC,88.4,-0.018881105263157894,76,3
Lyon Richardson,CIN,94.8,-0.019047795321637428,684,34
Leo Rivas,SEA,34.5,-0.029941666666666675,18,1
Emmanuel Rivera,BAL,-193.8,-0.08116777777777777,45,1
Christian Roa,MIA,196.3,0.006710365853658538,41,2
Daniel Robert,PHI,146.8,-0.0083716796875,256,15
Ethan Roberts,CHC,-45.6,-0.04734015972222222,144,10
David Robertson,PHI,136.0,-0.010553347402597403,308,20
Joe Rock,TB,203.8,0.006974137931034481,145,3
Kumar Rocker,TEX,67.3,-0.024269343085106383,1128,14
Bradgley Rodriguez,SD,261.6,0.019722945736434107,129,7
Carlos Rodriguez,MIL,113.5,-0.014412298076923076,208,4
Eduardo Rodriguez,AZ,78.9,-0.021266524836349634,2597,29
Elvin Rodríguez,BAL,-179.4,-0.07795555555555556,18,1
Elvin Rodríguez,MIL,-18.0,-0.04171564465408805,318,6
Manuel Rodríguez,TB,163.8,-0.0018480974477958225,431,31
Randy Rodríguez,SF,36.3,-0.029885894801980197,808,50
Yariel Rodríguez,TOR,183.7,0.0009228319112627982,1172,66
Carlos Rodón,NYY,132.2,-0.010800828197945847,3213,33
Jake Rogers,DET,199.1,0.004596938775510202,49,4
Taylor Rogers,CHC,49.2,-0.027863465517241382,290,17
Taylor Rogers,CIN,73.0,-0.023396213464696225,609,40
Trevor Rogers,BAL,171.4,0.00022701536570375017,1627,18
Tyler Rogers,NYM,70.7,-0.022712658666666666,375,28
Tyler Rogers,SF,120.4,-0.011137466003316748,603,53
Miguel Rojas,LAD,-31.1,-0.04456811594202899,69,4
Ryan Rolison,COL,112.8,-0.017219359882005902,678,31
Jordan Romano,PHI,56.4,-0.026600994326241134,705,49
JoJo Romero,STL,165.1,-0.0030328472222222198,1008,65
John Rooney,HOU,-387.2,-0.11914339130434787,23,1
Amed Rosario,WSH,-73.8,-0.05375714285714286,28,1
Joe Ross,PHI,37.5,-0.030408973348783317,863,37
Landen Roupp,SF,108.4,-0.013822252023745278,1853,22
Chris Roycroft,STL,33.9,-0.030792164556962022,395,20
José Ruiz,ATL,150.9,-0.006339622641509435,53,2
José Ruiz,PHI,64.6,-0.024959694779116467,249,16
Jackson Rutledge,WSH,92.3,-0.018246646532438477,1341,63
Joe Ryan,MIN,101.8,-0.016433402430307362,2798,31
Andrew Saalfrank,AZ,187.0,0.0016037122969837598,431,28
Erik Sabrowski,CLE,147.8,-0.00636434990059642,503,33
César Salazar,HOU,303.9,0.025722727272727265,11,1
Eduardo Salazar,WSH,-7.8,-0.03965362201834862,545,30
Chris Sale,ATL,152.0,-0.0061080201870999514,2031,21
Cam Sanders,PIT,79.1,-0.0201624693877551,147,6
Nick Sandlin,TOR,117.2,-0.013170858620689656,290,19
Jayvien Sandridge,NYY,61.6,-0.02531935483870968,31,1
Cole Sands,MIN,54.6,-0.0264237890625,1152,69
Reiver Sanmartin,CIN,234.8,0.008918518518518515,27,1
Javier Sanoja,MIA,-7.7,-0.03972029411764706,170,8
Dennis Santana,PIT,101.9,-0.015039148702594811,1002,70
Tony Santillan,CIN,105.3,-0.016950383739837403,1230,80
Gregory Santos,SEA,10.8,-0.0354707,140,8
Roki Sasaki,LAD,80.6,-0.02090889241622575,567,9
Tayler Saucedo,SEA,103.0,-0.014012887931034486,232,10
Matt Sauer,LAD,99.7,-0.01686941015625,512,10
Max Scherzer,TOR,45.0,-0.02844906896551724,1392,17
Cam Schlittler,NYY,142.4,-0.00869937589784517,1253,14
Clarke Schmidt,NYY,134.6,-0.010321283618581908,1227,14
Jesse Scholtens,TB,-14.4,-0.04115174025974025,154,2
John Schreiber,KC,70.3,-0.022797226450999047,1051,74
Paxton Schultz,TOR,139.1,-0.00853715625,448,13
Spencer Schwellenbach,ATL,107.6,-0.015428087507926444,1577,17
Tanner Scott,LAD,-128.5,-0.06517388668866887,909,60
Tayler Scott,AZ,-72.0,-0.05322962295081967,183,6
Tayler Scott,HOU,29.1,-0.03188792090395481,354,18
Connor Seabold,ATL,53.6,-0.026752716049382712,81,4
Connor Seabold,TB,193.7,0.00474903846153846,104,3
JP Sears,ATH,76.1,-0.021539061466942146,1936,22
JP Sears,SD,20.3,-0.03350688139534884,430,5
Anthony Seigler,MIL,230.2,0.009795454545454553,11,1
Colin Selby,BAL,115.1,-0.012321644859813087,214,11
Kodai Senga,NYM,99.6,-0.0164614785115304,1908,22
Antonio Senzatela,COL,67.2,-0.025609096111839234,2289,30
Luis Severino,ATH,89.0,-0.018752899085923223,2735,29
Paul Sewald,CLE,103.0,-0.015951401606425705,249,18
Paul Sewald,DET,97.3,-0.017176029411764705,68,4
Carson Seymour,SF,55.9,-0.025527376205787784,622,16
Ian Seymour,TB,146.8,-0.005603512512512514,999,19
Emmet Sheehan,LAD,113.3,-0.013996005235602096,1146,15
Chase Shugart,PIT,104.9,-0.014358738944365193,701,35
Jared Shuster,CWS,74.5,-0.02171650173010381,289,12
Chase Silseth,LAA,130.6,-0.009474601851851852,216,10
Josh Simpson,MIA,98.2,-0.015623549273021002,619,31
Lucas Sims,WSH,25.1,-0.03260066666666667,279,18
Brady Singer,CIN,115.7,-0.014863271929824562,2850,32
Evan Sisk,KC,178.9,0.000660416666666666,120,5
Evan Sisk,PIT,101.1,-0.015200287081339714,209,14
Paul Skenes,PIT,168.8,3.27280613947281e-05,2997,32
Tarik Skubal,DET,158.4,-0.004102025974025973,2849,31
Justin Slaten,BOS,72.2,-0.023692039682539683,504,36
Austin Slater,NYY,191.0,0.0012900000000000069,10,1
Cade Smith,CLE,98.1,-0.01699003433835846,1194,76
Dylan Smith,DET,204.0,0.0056569696969696985,165,7
Shane Smith,CWS,88.4,-0.018691819232356584,2423,29
AJ Smith-Shawver,ATL,112.4,-0.01442249507735584,711,9
Blake Snell,LAD,164.4,-0.0031724298160697006,1033,11
Collin Snider,SEA,54.3,-0.02534363825363825,481,24
Drew Sommers,DET,-130.0,-0.06576692307692308,78,4
George Soriano,MIA,118.0,-0.011106043103448275,696,24
José Soriano,LAA,110.6,-0.013845315373563219,2784,31
Michael Soroka,CHC,88.5,-0.01978802919708029,137,6
Michael Soroka,WSH,121.8,-0.011924058231488139,1391,16
Gregory Soto,BAL,79.7,-0.02022173202614379,612,45
Gregory Soto,NYM,39.8,-0.029382429245283018,424,25
Bennett Sousa,HOU,157.9,-0.004886222527472529,728,44
Gabe Speier,SEA,104.0,-0.013783151351351355,925,76
Mitch Spence,ATH,85.1,-0.01959714684287812,1362,32
Carson Spiers,CIN,5.8,-0.03682704065040651,246,3
Jeffrey Springs,ATH,103.4,-0.015632008424008425,2849,32
Brandon Sproat,NYM,97.3,-0.016968790378006873,291,4
Jacob Stallings,COL,267.5,0.011263461538461536,26,1
Ryne Stanek,NYM,65.6,-0.023806982126058324,1063,65
Justin Steele,CHC,102.4,-0.0169304512195122,246,3
Michael Stefanic,TOR,479.7,0.06358571428571429,7,1
Robert Stephenson,LAA,121.4,-0.01149240397350993,151,12
Justin Sterner,ATH,92.2,-0.01805954950045413,1101,59
Brock Stewart,LAD,-71.9,-0.053192347222222214,72,4
Brock Stewart,MIN,82.9,-0.020426023985239853,542,39
Robert Stock,BOS,43.1,-0.029449152542372882,59,2
Matt Strahm,PHI,92.2,-0.019397061306532664,995,66
Chris Stratton,KC,110.2,-0.014179214501510577,331,12
Chris Stratton,LAD,137.1,-0.008943125,80,3
Hunter Stratton,ATL,130.0,-0.01073161507936508,252,12
Hunter Stratton,PIT,-48.6,-0.04893279120879121,91,3
Hunter Strickland,LAA,130.4,-0.009510557184750731,341,19
Spencer Strider,ATL,57.8,-0.025860246328754145,2111,23
Marcus Stroman,NYY,92.8,-0.018905287943262412,705,9
Kade Strowd,BAL,198.7,0.006293608374384236,406,25
José Suarez,ATL,192.5,0.002370545454545455,297,7
Ranger Suarez,PHI,134.8,-0.010790494654605262,2432,26
Robert Suarez,SD,110.3,-0.013646315837937384,1086,70
Wander Suero,ATL,90.7,-0.01897215492957746,142,5
Tomoyuki Sugano,BAL,62.7,-0.024012913719393705,2573,30
Cole Sulser,TB,156.4,-0.0034865473145780047,391,18
Brent Suter,CIN,108.9,-0.016220273444347066,1141,48
Albert Suárez,BAL,216.8,0.01032518644067797,177,5
Matt Svanson,STL,219.2,0.008420237305699482,965,39
Erik Swanson,TOR,36.9,-0.030173875000000003,128,6
Ali Sánchez,TOR,6.5,-0.03660277777777778,18,1
Cristopher Sánchez,PHI,169.6,-0.003775592682084916,2897,32
Gary Sánchez,BAL,-91.8,-0.05842894736842106,19,1
Jameson Taillon,CHC,89.6,-0.01956335270338555,1979,23
Freddy Tarnok,MIA,205.4,0.00876996923076923,130,5
Dillon Tate,TOR,118.0,-0.013006726618705038,139,6
Grant Taylor,CWS,135.5,-0.008397203583061893,614,36
Troy Taylor,SEA,13.1,-0.03493036764705882,136,8
Rowdy Tellez,TEX,28.7,-0.03214130434782609,23,1
Kai-Wei Teng,SF,92.1,-0.017458734729493892,573,8
Caleb Thielbar,CHC,82.0,-0.021116498190591075,829,66
Connor Thomas,MIL,28.5,-0.032056705882352945,119,2
Mason Thompson,WSH,30.1,-0.031541154471544715,246,14
Ryan Thompson,AZ,46.0,-0.02824738871951219,656,48
Zach Thompson,ATL,312.1,0.027435833333333333,60,2
Trent Thornton,SEA,125.4,-0.008801948795180724,664,33
Blade Tidwell,NYM,70.4,-0.02276638834951456,309,4
Jesus Tinoco,MIA,99.2,-0.015406088524590165,305,20
Payton Tolle,BOS,63.1,-0.02548958552631579,304,7
Jonah Tong,NYM,38.1,-0.029744798387096774,372,5
